Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,velocity_0,velocity_1,velocity_2,velocity_Magnitude,vtkValidPointMask
329,0.329,0.5,0.329,0,0.598532,-0.192527,0.0274273,0,0.194471,1
330,0.33,0.5,0.33,0,0.599083,-0.191532,0.0274335,0,0.193486,1
331,0.331,0.5,0.331,0,0.599634,-0.190537,0.0274398,0,0.192502,1
332,0.332,0.5,0.332,0,0.600187,-0.189542,0.027446,0,0.191518,1
333,0.333,0.5,0.333,0,0.60074,-0.188546,0.0274523,0,0.190534,1
334,0.334,0.5,0.334,0,0.601295,-0.187562,0.0274572,0,0.189561,1
335,0.335,0.5,0.335,0,0.601851,-0.186584,0.0274615,0,0.188594,1
336,0.336,0.5,0.336,0,0.602408,-0.185605,0.0274658,0,0.187626,1
337,0.337,0.5,0.337,0,0.602967,-0.184626,0.0274701,0,0.186659,1
338,0.338,0.5,0.338,0,0.603526,-0.183648,0.0274745,0,0.185692,1
339,0.339,0.5,0.339,0,0.604087,-0.182669,0.0274788,0,0.184725,1
340,0.34,0.5,0.34,0,0.604649,-0.181691,0.0274831,0,0.183757,1
341,0.341,0.5,0.341,0,0.605212,-0.180712,0.0274874,0,0.182791,1
342,0.342,0.5,0.342,0,0.605776,-0.179733,0.0274917,0,0.181824,1
343,0.343,0.5,0.343,0,0.606341,-0.178755,0.027496,0,0.180857,1
344,0.344,0.5,0.344,0,0.606907,-0.177788,0.0275,0,0.179902,1
345,0.345,0.5,0.345,0,0.607474,-0.176831,0.0275039,0,0.178957,1
346,0.346,0.5,0.346,0,0.608043,-0.175874,0.0275078,0,0.178012,1
347,0.347,0.5,0.347,0,0.608612,-0.174916,0.0275116,0,0.177066,1
348,0.348,0.5,0.348,0,0.609183,-0.173959,0.0275155,0,0.176121,1
349,0.349,0.5,0.349,0,0.609755,-0.173001,0.0275194,0,0.175176,1
350,0.35,0.5,0.35,0,0.610328,-0.172044,0.0275232,0,0.174232,1
351,0.351,0.5,0.351,0,0.610902,-0.171087,0.0275271,0,0.173287,1
352,0.352,0.5,0.352,0,0.611477,-0.170129,0.0275309,0,0.172342,1
353,0.353,0.5,0.353,0,0.612053,-0.169172,0.0275348,0,0.171398,1
354,0.354,0.5,0.354,0,0.61263,-0.168226,0.0275391,0,0.170465,1
355,0.355,0.5,0.355,0,0.613209,-0.167292,0.027544,0,0.169545,1
356,0.356,0.5,0.356,0,0.613788,-0.166359,0.0275488,0,0.168624,1
357,0.357,0.5,0.357,0,0.614369,-0.165426,0.0275537,0,0.167705,1
358,0.358,0.5,0.358,0,0.61495,-0.164492,0.0275586,0,0.166785,1
359,0.359,0.5,0.359,0,0.615533,-0.163559,0.0275634,0,0.165865,1
360,0.36,0.5,0.36,0,0.616117,-0.162625,0.0275683,0,0.164946,1
361,0.361,0.5,0.361,0,0.616702,-0.161692,0.0275731,0,0.164026,1
362,0.362,0.5,0.362,0,0.617288,-0.160759,0.027578,0,0.163107,1
363,0.363,0.5,0.363,0,0.617875,-0.159825,0.0275828,0,0.162188,1
364,0.364,0.5,0.364,0,0.618463,-0.158901,0.0275885,0,0.161278,1
365,0.365,0.5,0.365,0,0.619052,-0.157993,0.0275956,0,0.160385,1
366,0.366,0.5,0.366,0,0.619642,-0.157085,0.0276028,0,0.159492,1
367,0.367,0.5,0.367,0,0.620233,-0.156177,0.0276099,0,0.158598,1
368,0.368,0.5,0.368,0,0.620825,-0.155268,0.027617,0,0.157705,1
369,0.369,0.5,0.369,0,0.621419,-0.15436,0.0276241,0,0.156813,1
370,0.37,0.5,0.37,0,0.622013,-0.153452,0.0276313,0,0.15592,1
371,0.371,0.5,0.371,0,0.622608,-0.152544,0.0276384,0,0.155027,1
372,0.372,0.5,0.372,0,0.623205,-0.151636,0.0276455,0,0.154135,1
373,0.373,0.5,0.373,0,0.623802,-0.150727,0.0276527,0,0.153243,1
374,0.374,0.5,0.374,0,0.6244,-0.149826,0.0276607,0,0.152358,1
375,0.375,0.5,0.375,0,0.625,-0.148943,0.0276711,0,0.151491,1
376,0.376,0.5,0.376,0,0.625601,-0.14806,0.0276816,0,0.150625,1
377,0.377,0.5,0.377,0,0.626202,-0.147176,0.0276921,0,0.149759,1
378,0.378,0.5,0.378,0,0.626805,-0.146293,0.0277026,0,0.148893,1
379,0.379,0.5,0.379,0,0.627408,-0.14541,0.0277131,0,0.148027,1
380,0.38,0.5,0.38,0,0.628013,-0.144527,0.0277236,0,0.147162,1
381,0.381,0.5,0.381,0,0.628618,-0.143644,0.027734,0,0.146297,1
382,0.382,0.5,0.382,0,0.629225,-0.142761,0.0277445,0,0.145432,1
383,0.383,0.5,0.383,0,0.629833,-0.141877,0.027755,0,0.144567,1
384,0.384,0.5,0.384,0,0.630441,-0.140998,0.0277662,0,0.143706,1
385,0.385,0.5,0.385,0,0.631051,-0.140139,0.0277808,0,0.142866,1
386,0.386,0.5,0.386,0,0.631661,-0.139279,0.0277955,0,0.142026,1
387,0.387,0.5,0.387,0,0.632273,-0.13842,0.0278102,0,0.141186,1
388,0.388,0.5,0.388,0,0.632885,-0.13756,0.0278249,0,0.140346,1
389,0.389,0.5,0.389,0,0.633499,-0.136701,0.0278396,0,0.139507,1
390,0.39,0.5,0.39,0,0.634114,-0.135841,0.0278542,0,0.138668,1
391,0.391,0.5,0.391,0,0.634729,-0.134982,0.0278689,0,0.137829,1
392,0.392,0.5,0.392,0,0.635346,-0.134122,0.0278836,0,0.13699,1
393,0.393,0.5,0.393,0,0.635963,-0.133263,0.0278983,0,0.136152,1
394,0.394,0.5,0.394,0,0.636581,-0.132405,0.0279133,0,0.135315,1
395,0.395,0.5,0.395,0,0.637201,-0.131567,0.0279328,0,0.134499,1
396,0.396,0.5,0.396,0,0.637821,-0.130729,0.0279523,0,0.133684,1
397,0.397,0.5,0.397,0,0.638443,-0.129891,0.0279718,0,0.132869,1
398,0.398,0.5,0.398,0,0.639065,-0.129053,0.0279913,0,0.132054,1
399,0.399,0.5,0.399,0,0.639688,-0.128215,0.0280108,0,0.131239,1
400,0.4,0.5,0.4,0,0.640312,-0.127377,0.0280303,0,0.130425,1
401,0.401,0.5,0.401,0,0.640938,-0.12654,0.0280498,0,0.129611,1
402,0.402,0.5,0.402,0,0.641564,-0.125702,0.0280693,0,0.128797,1
403,0.403,0.5,0.403,0,0.642191,-0.124864,0.0280888,0,0.127984,1
404,0.404,0.5,0.404,0,0.642819,-0.124026,0.0281084,0,0.127171,1
405,0.405,0.5,0.405,0,0.643448,-0.123206,0.0281329,0,0.126377,1
406,0.406,0.5,0.406,0,0.644078,-0.122388,0.0281576,0,0.125585,1
407,0.407,0.5,0.407,0,0.644708,-0.121569,0.0281824,0,0.124793,1
408,0.408,0.5,0.408,0,0.64534,-0.12075,0.0282071,0,0.124001,1
409,0.409,0.5,0.409,0,0.645973,-0.119931,0.0282319,0,0.123209,1
410,0.41,0.5,0.41,0,0.646607,-0.119112,0.0282566,0,0.122418,1
411,0.411,0.5,0.411,0,0.647241,-0.118293,0.0282814,0,0.121627,1
412,0.412,0.5,0.412,0,0.647877,-0.117475,0.0283061,0,0.120837,1
413,0.413,0.5,0.413,0,0.648513,-0.116656,0.0283309,0,0.120047,1
414,0.414,0.5,0.414,0,0.64915,-0.115837,0.0283556,0,0.119257,1
415,0.415,0.5,0.415,0,0.649788,-0.115032,0.028385,0,0.118482,1
416,0.416,0.5,0.416,0,0.650428,-0.114229,0.0284152,0,0.117711,1
417,0.417,0.5,0.417,0,0.651068,-0.113427,0.0284454,0,0.116939,1
418,0.418,0.5,0.418,0,0.651709,-0.112624,0.0284755,0,0.116168,1
419,0.419,0.5,0.419,0,0.65235,-0.111821,0.0285057,0,0.115398,1
420,0.42,0.5,0.42,0,0.652993,-0.111019,0.0285359,0,0.114627,1
421,0.421,0.5,0.421,0,0.653637,-0.110216,0.0285661,0,0.113858,1
422,0.422,0.5,0.422,0,0.654281,-0.109413,0.0285962,0,0.113089,1
423,0.423,0.5,0.423,0,0.654927,-0.108611,0.0286264,0,0.11232,1
424,0.424,0.5,0.424,0,0.655573,-0.107808,0.0286566,0,0.111552,1
425,0.425,0.5,0.425,0,0.65622,-0.107015,0.0286909,0,0.110795,1
426,0.426,0.5,0.426,0,0.656868,-0.106226,0.0287265,0,0.110042,1
427,0.427,0.5,0.427,0,0.657517,-0.105436,0.0287621,0,0.109289,1
428,0.428,0.5,0.428,0,0.658167,-0.104647,0.0287978,0,0.108537,1
429,0.429,0.5,0.429,0,0.658818,-0.103857,0.0288334,0,0.107785,1
430,0.43,0.5,0.43,0,0.659469,-0.103068,0.028869,0,0.107035,1
431,0.431,0.5,0.431,0,0.660122,-0.102278,0.0289046,0,0.106284,1
432,0.432,0.5,0.432,0,0.660775,-0.101489,0.0289403,0,0.105534,1
433,0.433,0.5,0.433,0,0.66143,-0.100699,0.0289759,0,0.104785,1
434,0.434,0.5,0.434,0,0.662085,-0.0999098,0.0290115,0,0.104037,1
435,0.435,0.5,0.435,0,0.662741,-0.0991271,0.0290506,0,0.103296,1
436,0.436,0.5,0.436,0,0.663397,-0.0983479,0.0290916,0,0.10256,1
437,0.437,0.5,0.437,0,0.664055,-0.0975687,0.0291325,0,0.101825,1
438,0.438,0.5,0.438,0,0.664713,-0.0967895,0.0291735,0,0.101091,1
439,0.439,0.5,0.439,0,0.665373,-0.0960102,0.0292144,0,0.100357,1
440,0.44,0.5,0.44,0,0.666033,-0.0952311,0.0292553,0,0.0996234,1
441,0.441,0.5,0.441,0,0.666694,-0.0944518,0.0292963,0,0.098891,1
442,0.442,0.5,0.442,0,0.667356,-0.0936726,0.0293372,0,0.0981592,1
443,0.443,0.5,0.443,0,0.668019,-0.0928935,0.0293782,0,0.0974283,1
444,0.444,0.5,0.444,0,0.668682,-0.0921142,0.0294191,0,0.0966981,1
445,0.445,0.5,0.445,0,0.669347,-0.0913392,0.0294629,0,0.0959735,1
446,0.446,0.5,0.446,0,0.670012,-0.0905676,0.0295089,0,0.0952537,1
447,0.447,0.5,0.447,0,0.670678,-0.089796,0.0295549,0,0.0945347,1
448,0.448,0.5,0.448,0,0.671345,-0.0890243,0.0296009,0,0.0938166,1
449,0.449,0.5,0.449,0,0.672013,-0.0882527,0.029647,0,0.0930993,1
450,0.45,0.5,0.45,0,0.672681,-0.0874811,0.029693,0,0.0923829,1
451,0.451,0.5,0.451,0,0.673351,-0.0867094,0.029739,0,0.0916675,1
452,0.452,0.5,0.452,0,0.674021,-0.0859378,0.029785,0,0.090953,1
453,0.453,0.5,0.453,0,0.674692,-0.0851661,0.029831,0,0.0902395,1
454,0.454,0.5,0.454,0,0.675364,-0.0843945,0.029877,0,0.0895269,1
455,0.455,0.5,0.455,0,0.676036,-0.0836252,0.0299252,0,0.0888183,1
456,0.456,0.5,0.456,0,0.67671,-0.0828586,0.029976,0,0.0881142,1
457,0.457,0.5,0.457,0,0.677384,-0.0820921,0.0300267,0,0.0874112,1
458,0.458,0.5,0.458,0,0.678059,-0.0813255,0.0300775,0,0.0867093,1
459,0.459,0.5,0.459,0,0.678735,-0.080559,0.0301282,0,0.0860085,1
460,0.46,0.5,0.46,0,0.679412,-0.0797924,0.030179,0,0.0853089,1
461,0.461,0.5,0.461,0,0.680089,-0.0790259,0.0302298,0,0.0846105,1
462,0.462,0.5,0.462,0,0.680767,-0.0782593,0.0302805,0,0.0839132,1
463,0.463,0.5,0.463,0,0.681446,-0.0774928,0.0303313,0,0.0832173,1
464,0.464,0.5,0.464,0,0.682126,-0.0767263,0.030382,0,0.0825226,1
465,0.465,0.5,0.465,0,0.682807,-0.0759607,0.0304343,0,0.0818308,1
466,0.466,0.5,0.466,0,0.683488,-0.0751971,0.0304894,0,0.0811431,1
467,0.467,0.5,0.467,0,0.68417,-0.0744334,0.0305445,0,0.0804568,1
468,0.468,0.5,0.468,0,0.684853,-0.0736697,0.0305996,0,0.079772,1
469,0.469,0.5,0.469,0,0.685537,-0.0729061,0.0306547,0,0.0790886,1
470,0.47,0.5,0.47,0,0.686222,-0.0721424,0.0307098,0,0.0784068,1
471,0.471,0.5,0.471,0,0.686907,-0.0713787,0.0307649,0,0.0777265,1
472,0.472,0.5,0.472,0,0.687593,-0.0706151,0.03082,0,0.0770478,1
473,0.473,0.5,0.473,0,0.68828,-0.0698514,0.0308751,0,0.0763708,1
474,0.474,0.5,0.474,0,0.688967,-0.0690877,0.0309302,0,0.0756954,1
475,0.475,0.5,0.475,0,0.689656,-0.0683243,0.0309863,0,0.0750224,1
476,0.476,0.5,0.476,0,0.690345,-0.0675616,0.0310453,0,0.0743531,1
477,0.477,0.5,0.477,0,0.691035,-0.0667989,0.0311043,0,0.0736856,1
478,0.478,0.5,0.478,0,0.691725,-0.0660362,0.0311633,0,0.0730201,1
479,0.479,0.5,0.479,0,0.692417,-0.0652735,0.0312223,0,0.0723565,1
480,0.48,0.5,0.48,0,0.693109,-0.0645108,0.0312813,0,0.071695,1
481,0.481,0.5,0.481,0,0.693802,-0.0637481,0.0313404,0,0.0710355,1
482,0.482,0.5,0.482,0,0.694495,-0.0629854,0.0313994,0,0.0703782,1
483,0.483,0.5,0.483,0,0.69519,-0.0622227,0.0314584,0,0.069723,1
484,0.484,0.5,0.484,0,0.695885,-0.06146,0.0315174,0,0.0690701,1
485,0.485,0.5,0.485,0,0.696581,-0.0606972,0.0315769,0,0.0684197,1
486,0.486,0.5,0.486,0,0.697278,-0.0599338,0.0316394,0,0.0677725,1
487,0.487,0.5,0.487,0,0.697975,-0.0591705,0.0317019,0,0.0671279,1
488,0.488,0.5,0.488,0,0.698673,-0.0584071,0.0317643,0,0.0664858,1
489,0.489,0.5,0.489,0,0.699372,-0.0576437,0.0318268,0,0.0658463,1
490,0.49,0.5,0.49,0,0.700071,-0.0568803,0.0318893,0,0.0652096,1
491,0.491,0.5,0.491,0,0.700772,-0.0561169,0.0319517,0,0.0645757,1
492,0.492,0.5,0.492,0,0.701473,-0.0553535,0.0320142,0,0.0639447,1
493,0.493,0.5,0.493,0,0.702174,-0.0545902,0.0320767,0,0.0633167,1
494,0.494,0.5,0.494,0,0.702877,-0.0538268,0.0321392,0,0.0626917,1
495,0.495,0.5,0.495,0,0.70358,-0.0530633,0.0322018,0,0.0620699,1
496,0.496,0.5,0.496,0,0.704284,-0.0522979,0.0322672,0,0.0614512,1
497,0.497,0.5,0.497,0,0.704989,-0.0515325,0.0323327,0,0.0608359,1
498,0.498,0.5,0.498,0,0.705694,-0.0507672,0.0323982,0,0.0602241,1
499,0.499,0.5,0.499,0,0.7064,-0.0500018,0.0324636,0,0.059616,1
500,0.5,0.5,0.5,0,0.707107,-0.0492364,0.0325291,0,0.0590116,1
501,0.501,0.5,0.501,0,0.707814,-0.048471,0.0325946,0,0.058411,1
502,0.502,0.5,0.502,0,0.708522,-0.0477056,0.03266,0,0.0578144,1
503,0.503,0.5,0.503,0,0.709231,-0.0469402,0.0327255,0,0.0572219,1
504,0.504,0.5,0.504,0,0.709941,-0.0461749,0.032791,0,0.0566336,1
505,0.505,0.5,0.505,0,0.710651,-0.0454095,0.0328564,0,0.0560497,1
506,0.506,0.5,0.506,0,0.711362,-0.044641,0.0329243,0,0.0554691,1
507,0.507,0.5,0.507,0,0.712074,-0.0438722,0.0329923,0,0.0548932,1
508,0.508,0.5,0.508,0,0.712786,-0.0431035,0.0330604,0,0.0543222,1
509,0.509,0.5,0.509,0,0.713499,-0.0423348,0.0331284,0,0.0537562,1
510,0.51,0.5,0.51,0,0.714213,-0.0415661,0.0331964,0,0.0531953,1
511,0.511,0.5,0.511,0,0.714927,-0.0407974,0.0332644,0,0.0526398,1
512,0.512,0.5,0.512,0,0.715642,-0.0400287,0.0333324,0,0.0520898,1
513,0.513,0.5,0.513,0,0.716358,-0.03926,0.0334005,0,0.0515455,1
514,0.514,0.5,0.514,0,0.717075,-0.0384913,0.0334685,0,0.0510071,1
515,0.515,0.5,0.515,0,0.717792,-0.0377226,0.0335365,0,0.0504747,1
516,0.516,0.5,0.516,0,0.71851,-0.0369503,0.0336063,0,0.0499471,1
517,0.517,0.5,0.517,0,0.719228,-0.0361774,0.0336764,0,0.0494257,1
518,0.518,0.5,0.518,0,0.719947,-0.0354045,0.0337465,0,0.0489112,1
519,0.519,0.5,0.519,0,0.720667,-0.0346315,0.0338166,0,0.0484036,1
520,0.52,0.5,0.52,0,0.721388,-0.0338586,0.0338867,0,0.0479032,1
521,0.521,0.5,0.521,0,0.722109,-0.0330856,0.0339568,0,0.0474102,1
522,0.522,0.5,0.522,0,0.722831,-0.0323127,0.034027,0,0.0469249,1
523,0.523,0.5,0.523,0,0.723553,-0.0315398,0.0340971,0,0.0464475,1
524,0.524,0.5,0.524,0,0.724276,-0.0307669,0.0341672,0,0.0459782,1
525,0.525,0.5,0.525,0,0.725,-0.029994,0.0342373,0,0.0455173,1
526,0.526,0.5,0.526,0,0.725724,-0.0292172,0.0343086,0,0.0450636,1
527,0.527,0.5,0.527,0,0.72645,-0.0284393,0.0343804,0,0.0446184,1
528,0.528,0.5,0.528,0,0.727175,-0.0276614,0.0344521,0,0.0441826,1
529,0.529,0.5,0.529,0,0.727902,-0.0268834,0.0345239,0,0.0437563,1
530,0.53,0.5,0.53,0,0.728629,-0.0261055,0.0345956,0,0.04334,1
531,0.531,0.5,0.531,0,0.729357,-0.0253275,0.0346674,0,0.0429338,1
532,0.532,0.5,0.532,0,0.730085,-0.0245496,0.0347392,0,0.0425381,1
533,0.533,0.5,0.533,0,0.730814,-0.0237717,0.0348109,0,0.0421532,1
534,0.534,0.5,0.534,0,0.731544,-0.0229937,0.0348827,0,0.0417793,1
535,0.535,0.5,0.535,0,0.732274,-0.0222157,0.0349544,0,0.0414168,1
536,0.536,0.5,0.536,0,0.733005,-0.0214342,0.035027,0,0.0410647,1
537,0.537,0.5,0.537,0,0.733736,-0.0206506,0.0351,0,0.0407241,1
538,0.538,0.5,0.538,0,0.734469,-0.019867,0.0351729,0,0.040396,1
539,0.539,0.5,0.539,0,0.735201,-0.0190835,0.0352459,0,0.0400806,1
540,0.54,0.5,0.54,0,0.735935,-0.0182999,0.0353189,0,0.0397783,1
541,0.541,0.5,0.541,0,0.736669,-0.0175163,0.0353919,0,0.0394893,1
542,0.542,0.5,0.542,0,0.737404,-0.0167327,0.0354649,0,0.0392141,1
543,0.543,0.5,0.543,0,0.738139,-0.0159492,0.0355379,0,0.0389527,1
544,0.544,0.5,0.544,0,0.738875,-0.0151656,0.0356108,0,0.0387056,1
545,0.545,0.5,0.545,0,0.739611,-0.014382,0.0356838,0,0.0384731,1
546,0.546,0.5,0.546,0,0.740349,-0.0135951,0.0357572,0,0.0382545,1
547,0.547,0.5,0.547,0,0.741086,-0.0128054,0.035831,0,0.0380505,1
548,0.548,0.5,0.548,0,0.741825,-0.0120157,0.0359048,0,0.037862,1
549,0.549,0.5,0.549,0,0.742564,-0.011226,0.0359785,0,0.0376892,1
550,0.55,0.5,0.55,0,0.743303,-0.0104363,0.0360523,0,0.0375324,1
551,0.551,0.5,0.551,0,0.744044,-0.00964659,0.036126,0,0.0373918,1
552,0.552,0.5,0.552,0,0.744785,-0.0088569,0.0361998,0,0.0372675,1
553,0.553,0.5,0.553,0,0.745526,-0.00806721,0.0362736,0,0.0371598,1
554,0.554,0.5,0.554,0,0.746268,-0.00727746,0.0363473,0,0.0370687,1
555,0.555,0.5,0.555,0,0.747011,-0.00648777,0.0364211,0,0.0369944,1
556,0.556,0.5,0.556,0,0.747754,-0.00569518,0.0364954,0,0.0369371,1
557,0.557,0.5,0.557,0,0.748498,-0.00489898,0.0365704,0,0.036897,1
558,0.558,0.5,0.558,0,0.749242,-0.00410273,0.0366453,0,0.0368743,1
559,0.559,0.5,0.559,0,0.749987,-0.00330653,0.0367203,0,0.0368689,1
560,0.56,0.5,0.56,0,0.750733,-0.00251032,0.0367953,0,0.0368808,1
561,0.561,0.5,0.561,0,0.751479,-0.00171412,0.0368703,0,0.0369101,1
562,0.562,0.5,0.562,0,0.752226,-0.000917917,0.0369452,0,0.0369566,1
563,0.563,0.5,0.563,0,0.752973,-0.000121666,0.0370202,0,0.0370204,1
564,0.564,0.5,0.564,0,0.753721,0.000674537,0.0370952,0,0.0371013,1
565,0.565,0.5,0.565,0,0.75447,0.00147074,0.0371702,0,0.0371992,1
566,0.566,0.5,0.566,0,0.755219,0.00226921,0.0372453,0,0.0373144,1
567,0.567,0.5,0.567,0,0.755969,0.00307203,0.0373209,0,0.0374472,1
568,0.568,0.5,0.568,0,0.756719,0.0038749,0.0373966,0,0.0375968,1
569,0.569,0.5,0.569,0,0.75747,0.00467772,0.0374722,0,0.037763,1
570,0.57,0.5,0.57,0,0.758222,0.00548054,0.0375478,0,0.0379456,1
571,0.571,0.5,0.571,0,0.758974,0.00628336,0.0376234,0,0.0381444,1
572,0.572,0.5,0.572,0,0.759726,0.00708623,0.037699,0,0.0383592,1
573,0.573,0.5,0.573,0,0.760479,0.00788905,0.0377746,0,0.0385896,1
574,0.574,0.5,0.574,0,0.761233,0.00869187,0.0378502,0,0.0388353,1
575,0.575,0.5,0.575,0,0.761988,0.00949469,0.0379258,0,0.0390962,1
576,0.576,0.5,0.576,0,0.762742,0.0102992,0.0380014,0,0.0393723,1
577,0.577,0.5,0.577,0,0.763498,0.011109,0.038077,0,0.0396644,1
578,0.578,0.5,0.578,0,0.764254,0.0119187,0.0381526,0,0.0399709,1
579,0.579,0.5,0.579,0,0.76501,0.0127284,0.0382282,0,0.0402915,1
580,0.58,0.5,0.58,0,0.765768,0.0135381,0.0383037,0,0.0406258,1
581,0.581,0.5,0.581,0,0.766525,0.0143479,0.0383793,0,0.0409736,1
582,0.582,0.5,0.582,0,0.767284,0.0151576,0.0384549,0,0.0413344,1
583,0.583,0.5,0.583,0,0.768042,0.0159674,0.0385305,0,0.041708,1
584,0.584,0.5,0.584,0,0.768802,0.0167771,0.0386061,0,0.042094,1
585,0.585,0.5,0.585,0,0.769562,0.0175868,0.0386817,0,0.042492,1
586,0.586,0.5,0.586,0,0.770322,0.0183977,0.0387574,0,0.0429023,1
587,0.587,0.5,0.587,0,0.771083,0.0192149,0.0388334,0,0.0433272,1
588,0.588,0.5,0.588,0,0.771845,0.0200322,0.0389094,0,0.0437634,1
589,0.589,0.5,0.589,0,0.772607,0.0208494,0.0389855,0,0.0442105,1
590,0.59,0.5,0.59,0,0.773369,0.0216667,0.0390615,0,0.0446682,1
591,0.591,0.5,0.591,0,0.774132,0.022484,0.0391376,0,0.0451362,1
592,0.592,0.5,0.592,0,0.774896,0.0233012,0.0392136,0,0.0456142,1
593,0.593,0.5,0.593,0,0.77566,0.0241185,0.0392896,0,0.0461018,1
594,0.594,0.5,0.594,0,0.776425,0.0249357,0.0393657,0,0.0465988,1
595,0.595,0.5,0.595,0,0.77719,0.025753,0.0394417,0,0.0471048,1
596,0.596,0.5,0.596,0,0.777956,0.0265706,0.0395177,0,0.0476198,1
597,0.597,0.5,0.597,0,0.778723,0.027396,0.0395939,0,0.0481479,1
598,0.598,0.5,0.598,0,0.77949,0.0282214,0.0396701,0,0.0486843,1
599,0.599,0.5,0.599,0,0.780257,0.0290467,0.0397462,0,0.0492288,1
600,0.6,0.5,0.6,0,0.781025,0.0298722,0.0398224,0,0.0497812,1
601,0.601,0.5,0.601,0,0.781793,0.0306975,0.0398985,0,0.0503412,1
602,0.602,0.5,0.602,0,0.782562,0.0315229,0.0399747,0,0.0509084,1
603,0.603,0.5,0.603,0,0.783332,0.0323483,0.0400508,0,0.0514828,1
604,0.604,0.5,0.604,0,0.784102,0.0331737,0.040127,0,0.0520641,1
605,0.605,0.5,0.605,0,0.784873,0.0339991,0.0402032,0,0.052652,1
606,0.606,0.5,0.606,0,0.785644,0.0348245,0.0402793,0,0.0532463,1
607,0.607,0.5,0.607,0,0.786415,0.035658,0.0403553,0,0.0538521,1
608,0.608,0.5,0.608,0,0.787187,0.036492,0.0404313,0,0.0544643,1
609,0.609,0.5,0.609,0,0.78796,0.0373261,0.0405074,0,0.0550825,1
610,0.61,0.5,0.61,0,0.788733,0.0381601,0.0405834,0,0.0557064,1
611,0.611,0.5,0.611,0,0.789507,0.0389942,0.0406594,0,0.0563359,1
612,0.612,0.5,0.612,0,0.790281,0.0398282,0.0407354,0,0.0569707,1
613,0.613,0.5,0.613,0,0.791056,0.0406622,0.0408114,0,0.0576107,1
614,0.614,0.5,0.614,0,0.791831,0.0414963,0.0408875,0,0.0582557,1
615,0.615,0.5,0.615,0,0.792606,0.0423304,0.0409635,0,0.0589056,1
616,0.616,0.5,0.616,0,0.793383,0.0431644,0.0410395,0,0.0595601,1
617,0.617,0.5,0.617,0,0.794159,0.0440061,0.0411152,0,0.0602245,1
618,0.618,0.5,0.618,0,0.794936,0.0448492,0.0411908,0,0.0608945,1
619,0.619,0.5,0.619,0,0.795714,0.0456924,0.0412665,0,0.0615688,1
620,0.62,0.5,0.62,0,0.796492,0.0465355,0.0413421,0,0.0622473,1
621,0.621,0.5,0.621,0,0.797271,0.0473786,0.0414178,0,0.0629298,1
622,0.622,0.5,0.622,0,0.79805,0.0482218,0.0414934,0,0.0636164,1
623,0.623,0.5,0.623,0,0.79883,0.0490649,0.0415691,0,0.0643067,1
624,0.624,0.5,0.624,0,0.79961,0.0499081,0.0416447,0,0.0650007,1
625,0.625,0.5,0.625,0,0.800391,0.0507512,0.0417203,0,0.0656983,1
626,0.626,0.5,0.626,0,0.801172,0.0515943,0.041796,0,0.0663994,1
627,0.627,0.5,0.627,0,0.801953,0.0524444,0.0418711,0,0.0671089,1
628,0.628,0.5,0.628,0,0.802735,0.053297,0.0419461,0,0.0678236,1
629,0.629,0.5,0.629,0,0.803518,0.0541495,0.0420211,0,0.0685415,1
630,0.63,0.5,0.63,0,0.804301,0.055002,0.0420961,0,0.0692626,1
631,0.631,0.5,0.631,0,0.805084,0.0558546,0.0421711,0,0.0699867,1
632,0.632,0.5,0.632,0,0.805869,0.0567071,0.0422461,0,0.0707137,1
633,0.633,0.5,0.633,0,0.806653,0.0575597,0.0423211,0,0.0714436,1
634,0.634,0.5,0.634,0,0.807438,0.0584122,0.0423961,0,0.0721763,1
635,0.635,0.5,0.635,0,0.808223,0.0592647,0.0424711,0,0.0729116,1
636,0.636,0.5,0.636,0,0.809009,0.0601173,0.0425461,0,0.0736495,1
637,0.637,0.5,0.637,0,0.809796,0.0609759,0.0426204,0,0.0743947,1
638,0.638,0.5,0.638,0,0.810583,0.061838,0.0426945,0,0.0751449,1
639,0.639,0.5,0.639,0,0.81137,0.0627001,0.0427685,0,0.0758976,1
640,0.64,0.5,0.64,0,0.812158,0.0635622,0.0428425,0,0.0766527,1
641,0.641,0.5,0.641,0,0.812946,0.0644243,0.0429166,0,0.0774101,1
642,0.642,0.5,0.642,0,0.813735,0.0652864,0.0429906,0,0.0781698,1
643,0.643,0.5,0.643,0,0.814524,0.0661485,0.0430647,0,0.0789316,1
644,0.644,0.5,0.644,0,0.815313,0.0670106,0.0431387,0,0.0796955,1
645,0.645,0.5,0.645,0,0.816104,0.0678727,0.0432127,0,0.0804614,1
646,0.646,0.5,0.646,0,0.816894,0.0687348,0.0432868,0,0.0812294,1
647,0.647,0.5,0.647,0,0.817685,0.0696021,0.0433601,0,0.0820033,1
648,0.648,0.5,0.648,0,0.818477,0.0704737,0.0434328,0,0.0827826,1
649,0.649,0.5,0.649,0,0.819269,0.0713454,0.0435056,0,0.0835638,1
650,0.65,0.5,0.65,0,0.820061,0.0722171,0.0435783,0,0.0843468,1
651,0.651,0.5,0.651,0,0.820854,0.0730888,0.0436511,0,0.0851316,1
652,0.652,0.5,0.652,0,0.821647,0.0739605,0.0437238,0,0.0859181,1
653,0.653,0.5,0.653,0,0.822441,0.0748321,0.0437966,0,0.0867063,1
